lemma,lemma_freq,lemma_len,n_forms
leak,320615.0,4,1
lean,1789890.0,4,1
leap,1261601.0,4,2
learn,18725006.0,5,1
least,48582456.0,5,1
leave,88632112.0,5,3
legend,2154194.0,6,1
legs,7656636.0,4,1
leiden,841040.0,6,1
less,66492927.0,4,1
lesser,3073483.0,6,1
let,35077105.0,3,1
let's,2899157.0,5,1
level,27247134.0,5,1
lie,15228759.0,3,2
life,120194864.0,4,1
lifetime,3608822.0,8,1
light,47286016.0,5,2
like,167991828.0,4,1
liked,6186837.0,5,1
likely,31832191.0,6,1
lilac,185440.0,5,1
limited,22223315.0,7,1
line,70483116.0,4,2
listen,670303.0,6,1
little,78900753.0,6,2
live,72616260.0,4,3
lo,1835109.0,2,1
local,45798436.0,5,2
locate,11818537.0,6,1
location,12591138.0,8,1
lock,3534598.0,4,1
lonely,2129873.0,6,1
lonesome,163844.0,8,1
long,95494675.0,4,1
longbearded,3517.0,11,1
longer,28040212.0,6,1
look,121177000.0,4,4
loquacious,49783.0,10,1
lord,22162117.0,4,1
lord',22162117.0,5,1
lose,24735186.0,4,1
losing,4480292.0,6,1
lot,21269989.0,3,1
loud,4163546.0,4,2
love,55922452.0,4,3
low,40087210.0,3,1
lower,28478850.0,5,1
lowering,1478916.0,8,1
luck,3228871.0,4,1
lucky,2678763.0,5,1
lucy,2248764.0,4,1
lucy',2248764.0,5,1
lucy's,183635.0,6,1
lung,2205601.0,4,1
luxury,1972412.0,6,1
machine,11313867.0,7,1
mackay,267095.0,6,1
mackay's,12784.0,8,1
madefortv,15306.0,9,1
madness,251550.0,7,1
magnetic,5453796.0,8,1
magnify,254574.0,7,1
main,29437798.0,4,1
maintain,12314211.0,8,1
maintains,2367582.0,9,1
majority,15101239.0,8,2
make,317717186.0,4,4
maker,441171.0,5,1
male,4814665.0,4,1
man,97465290.0,3,1
manage,5938517.0,6,1
mania,458023.0,5,1
mania',458023.0,6,1
manor,398133.0,5,1
many,138917121.0,4,1
marcel,913135.0,6,1
market,48590392.0,6,2
marshmallowlike,150.0,15,1
mass,3770528.0,4,1
massive,5003859.0,7,1
master,10649270.0,6,1
match,8221736.0,5,2
material,30705891.0,8,1
matron,214787.0,6,1
matter,36582008.0,6,1
may,231873651.0,3,1
maybe,8076865.0,5,1
me,196933753.0,2,1
me',196933753.0,3,1
meadows,559055.0,7,1
meal,4633730.0,4,1
mean,48144257.0,4,2
medium,15729852.0,6,1
meet,37992445.0,4,2
meeting,18991526.0,7,1
memory,4520369.0,6,1
merchant,2625721.0,8,1
merry,725960.0,5,1
message,21852776.0,7,3
messages',6289314.0,9,1
metaphorically,323731.0,14,1
mexico,10951300.0,6,1
microphone,771874.0,10,1
mid,9851397.0,3,1
middle,19971508.0,6,1
might,86236716.0,5,1
mild,3201166.0,4,1
milder,313932.0,6,1
mile,14192801.0,4,1
military,24266208.0,8,1
mill,2322536.0,4,1
million,21837221.0,7,1
mind,42835533.0,4,1
minimize,2618420.0,8,1
minimum,9813077.0,7,1
minute,19913825.0,6,1
misdiagnose,4813.0,11,1
misery,1810230.0,6,1
miss,5863582.0,4,1
missile,1200122.0,7,1
mist,1148616.0,4,1
mistake,4855710.0,7,1
mobile,3866719.0,6,1
mockery,428089.0,7,1
mode,10964783.0,4,1
moderate,4397119.0,8,1
modern,23333779.0,6,1
mogul,92922.0,5,1
mogul',92922.0,6,1
mom,2069091.0,3,1
mom's,146118.0,5,1
moment,29123824.0,6,1
money,37145420.0,5,1
monster',1450114.0,8,1
month,25863713.0,5,1
moody,178771.0,5,1
moor,116892.0,4,1
more,329429635.0,4,1
morning,22128226.0,7,1
most,165240742.0,4,1
mother,39696579.0,6,1
mother's,4692061.0,8,1
motion,584481.0,6,1
motionless,706216.0,10,1
motor,6581690.0,5,1
mount,3327156.0,5,1
mountain,12001607.0,8,2
mountainside,150221.0,12,1
mouse,3954755.0,5,1
mouse's,21613.0,7,1
mouth,13275186.0,5,1
move,44221795.0,4,2
movement,36498084.0,8,2
movie,5394391.0,5,1
mr,1.0,2,1
much,116385957.0,4,1
multicolored,126337.0,12,1
muscle,13706594.0,6,2
music,21118941.0,5,1
must,124852809.0,4,1
my,230745730.0,2,1
myself,19447387.0,6,1
mysterious,2586545.0,10,1
naked,2966278.0,5,1
name,78081758.0,4,3
nameless,315375.0,8,1
narrative,8853574.0,9,1
nature,43505346.0,6,1
near,26915276.0,4,1
nearby,4756208.0,6,1
nearly,15730154.0,6,1
neck,8055934.0,4,1
need,29198561.0,4,1
neither,14001676.0,7,1
nerve,2442763.0,5,1
netherlands,3792211.0,11,1
neurobehavioral,43009.0,15,1
neuroimaging,112651.0,12,1
neurological,964901.0,12,1
neurologist,140358.0,11,1
never,74546406.0,5,1
new,140488451.0,3,1
news,14013481.0,4,1
next,47961300.0,4,1
nickel,929620.0,6,1
night,37510529.0,5,1
nighttime,309088.0,9,1
nine,9145840.0,4,1
nineteen,1192019.0,8,1
ninety,317770.0,6,1
ninetyfive,90506.0,10,1
ninetyseven,37013.0,11,1
ninetythree,45012.0,11,1
ninth,1375227.0,5,1
no,236436100.0,2,1
noblewoman,35955.0,10,1
noise,7880836.0,5,1
noontime,43965.0,8,1
nor,23501188.0,3,1
normally,7271856.0,8,1
north,24140988.0,5,1
northern,7347097.0,8,1
not,1006314753.0,3,1
not',1006314753.0,4,1
note,31861647.0,4,2
nothing,38429085.0,7,1
notice,18229359.0,6,2
notice',11275569.0,7,1
notoriety,288987.0,9,1
november,14535630.0,8,1
now,112827853.0,3,1
nowhere,2429404.0,7,1
nuclear,8685357.0,7,1
number,106048807.0,6,2
numerous,889828.0,8,1
o'clock,3555398.0,7,1
object,42531704.0,6,2
objection,1844270.0,9,1
oblivion,450174.0,8,1
obscure,772931.0,7,1
obsessive,98879.0,9,1
obsessivecompulsive,161252.0,19,1
obtain,17042186.0,6,1
occasion,4218239.0,8,1
occupy,5672713.0,6,1
occur,33313988.0,5,3
ocean,4545633.0,5,1
odds,2284178.0,4,1
of,6162371881.0,2,1
off,72362056.0,3,1
offer,15628242.0,5,1
office,17853281.0,6,1
often,74180388.0,5,1
old,68814652.0,3,2
older,14300395.0,5,1
on,993594775.0,2,1
on',993594775.0,3,1
once,44407851.0,4,1
one,414987663.0,3,2
onecolored,216.0,10,1
oneself,2359059.0,7,1
only,224965302.0,4,1
onset,3409206.0,5,1
onto,11889539.0,4,1
open,54864158.0,4,2
or,793525686.0,2,1
order,71575698.0,5,1
organize,2836534.0,8,1
original,22804125.0,8,1
originally,6172483.0,10,1
ornament,636175.0,8,1
orphan,454850.0,6,1
orphanage,253927.0,9,1
other,281661595.0,5,1
other',281661595.0,6,1
others,56694406.0,6,1
otherwise,13478788.0,9,1
ottoman,1673536.0,7,1
our,162647972.0,3,1
out,242417228.0,3,1
out',242417228.0,4,1
outside,28641062.0,7,1
outwit,116187.0,6,2
over,162192656.0,4,1
overcome,918752.0,8,1
overlook,1600456.0,8,1
oversized,280472.0,9,1
overturn,170467.0,8,1
owe,1830581.0,3,1
owl,564219.0,3,1
owl's,26838.0,5,1
own,117036291.0,3,2
owner,5647846.0,5,1
pack,2918823.0,4,1
pain,19787856.0,4,1
pair,7856480.0,4,1
pajama,53699.0,6,1
pale,3929513.0,4,1
panic,321153.0,5,1
pant,1736028.0,4,1
paper,34745433.0,5,2
parent,25278253.0,6,1
parliamentary,1989317.0,13,1
part,92088752.0,4,1
participate,5783380.0,11,1
particular,45358301.0,10,1
particularly,27491414.0,12,1
party,47502158.0,5,2
passenger,2075639.0,9,1
passersby,7977.0,9,1
past,36197622.0,4,1
patchy,202526.0,6,1
patient,59358288.0,7,2
patted,663234.0,6,1
patter,116775.0,6,1
pattern,30752031.0,7,2
pay,40269665.0,3,2
payment,8039886.0,7,1
peaceful,2870661.0,8,1
peacefully,579294.0,10,1
peak,8057531.0,4,3
pebble,401910.0,6,1
peep,115964.0,4,1
peer,1373300.0,4,2
penny,857995.0,5,1
people,149869947.0,6,1
per,49354567.0,3,1
percent,36620745.0,7,1
perfectly,5795561.0,9,1
perform,10367531.0,7,1
performer,887847.0,9,1
perhaps,19317055.5,7,1
period,46472774.0,6,1
perpetrate,419028.0,10,1
person,54204685.0,6,1
personality,7645081.0,11,1
personnel,6648831.0,9,1
pet,1554092.0,3,1
petal,625141.0,5,1
pflock,1263.0,6,1
phase,17236843.0,5,1
phenomenon,6733400.0,10,1
phone,10537598.0,5,1
phrase,2718090.0,6,1
physical,27907212.0,8,1
physician,3426141.0,9,1
physicist,545764.0,9,1
pick,6368929.0,4,1
picture,15757363.0,7,1
piece,22420191.0,5,2
pill,720689.0,4,1
pink,3093807.0,4,1
pioneer,801153.0,7,1
pip,464744.0,3,1
pitch,3008689.0,5,1
pity,2180399.0,4,1
place,97028410.0,5,2
plain,1061092.0,5,1
plant,2442760.0,5,1
plausibility,319008.0,12,1
play,42895391.0,4,2
pleased,4509512.0,7,1
plummet,177618.0,7,1
plunge,922053.0,6,1
point,68533138.0,5,1
polish,1396810.0,6,1
poll,2017069.0,4,2
pond,1463397.0,4,1
pool,5265222.0,4,1
poor,24040312.0,4,1
pop,2355356.0,3,1
popular,17347904.0,7,1
popularity,2530366.0,10,1
popularize,299230.0,10,1
position,40450148.0,8,1
positive,21509569.0,8,1
possession,5661689.0,10,1
possible,57560669.0,8,1
possibly,8857661.0,8,1
post,15719371.0,4,1
pouch,579050.0,5,1
powder,3003953.0,6,1
power,69017913.0,5,1
powerful,14104583.0,8,1
practically,3117106.0,11,1
practice,31369864.0,8,1
precede,650756.0,7,1
predict,3979644.0,7,1
predisposition,399370.0,14,1
prefer,6241124.0,6,1
prefix,845986.0,6,2
preparing,3933717.0,9,1
presence,21692148.0,8,1
present,52582897.0,7,1
presentation,6601700.0,12,1
presley,256517.0,7,1
press,13390537.0,5,1
pretend,896423.0,7,1
pretty,9374625.0,6,1
price,35172704.0,5,2
pride,4797865.0,5,1
primary,20241884.0,7,1
prize,1999559.0,5,1
probably,29000763.0,8,1
problem,91593391.0,7,2
proclaim,1901252.0,8,1
proclamation,914548.0,12,1
production,33961953.0,10,1
professional,15752421.0,12,1
profit,8308084.0,6,1
profusion,317960.0,9,1
program,53555288.0,7,2
progress,12679934.0,8,1
progressive,4230006.0,11,1
project,6571982.0,7,1
prominent,5650674.0,9,1
promised,5574370.0,8,1
promised',5574370.0,9,1
proof,6786238.0,5,1
propagate,508873.0,9,1
propagation,296329.0,11,1
properly,159761.0,8,1
proponent,893203.0,9,1
propose,14002097.0,7,1
proud,4302948.0,5,1
proufo,220.0,6,1
prove,8557322.0,5,1
province,508113.0,8,1
psychiatric,2253531.0,11,1
psychological,8707142.0,13,1
publicity,1954005.0,9,1
publicize,537211.0,9,1
publish,21084592.0,7,1
publishing,2999148.0,10,1
puddle,232136.0,6,1
pull,12657200.0,4,2
punch,259834.0,5,1
punish,1322732.0,6,1
purchase,12157544.0,8,3
purple,2069060.0,6,1
purposeful,503498.0,10,1
pursue,1954554.0,6,1
push,4573513.0,4,1
put,49376612.0,3,1
puzzle,570021.0,6,1
question,46827229.0,8,2
quick,7462194.0,5,1
quickly,18146835.0,7,1
quickwitted,34006.0,11,1
quite,32424104.0,5,1
quits,145228.0,5,1
rag,525215.0,3,1
raindrop,119580.0,8,1
raining',450302.0,8,1
raise,14251814.0,5,1
ranch,1363145.0,5,1
range,1386724.0,5,1
rank,2997609.0,4,1
rapidly,8534482.0,7,1
rate,42059875.0,4,1
rather,55879237.0,6,1
rational,6216696.0,8,1
ravage,68248.0,6,1
reach,23969373.0,5,2
read,32124152.0,4,1
ready,16067422.0,5,1
real,40475381.0,4,1
realization,2808285.0,11,1
realize,11390177.0,7,2
really,36961130.0,6,1
reason,51273880.0,6,2
receive,31118044.0,7,2
recent,19718055.0,6,1
recently,11702311.0,8,1
recorded,8986854.0,8,1
recount,685976.0,7,1
recover,3191950.0,7,1
recovery,6416061.0,8,1
red,19233374.0,3,1
refer,8430029.0,5,1
regard,9025301.0,6,1
region,22280073.0,6,1
regret,2727183.0,6,2
reign,2920841.0,5,1
rejection,3517329.0,9,1
rejoice,346775.0,7,1
relate,32471782.0,6,1
relationship,33122694.0,12,1
relative,3991902.0,8,1
release,16054776.0,7,2
reliability,3052171.0,11,1
relief,8320652.0,6,1
remain,57283837.0,6,4
remarked,2825594.0,8,1
remember,6932479.0,8,1
remind,819957.0,6,1
repeat,1532001.0,6,1
repetitive,1037607.0,10,1
replied,9141323.0,7,1
report,57215808.0,6,3
reprint,86198.0,7,1
reputation,5223356.0,10,1
request,12558172.0,7,2
require,51599540.0,7,2
research,44020920.0,8,1
researcher,6315379.0,10,1
resell,4864.0,6,1
resident,5484982.0,8,1
resolve,8146156.0,7,2
resonance,2173055.0,9,1
respond,4723881.0,7,1
response,28758864.0,8,1
rest,23781741.0,4,1
result,45374035.0,6,1
reward,4813040.0,6,2
rich,12456985.0,4,1
right,91408680.0,5,1
right',91408680.0,6,1
ripple,198044.0,6,1
rise,23658110.0,4,2
risk,28582434.0,4,1
river,12570076.0,5,1
roam,298255.0,4,1
roast,622675.0,5,1
robin,200137.0,5,1
rock,14134104.0,4,2
rocky,1191306.0,5,1
role,40882681.0,4,1
roll,2876355.0,4,1
rolled,3677748.0,6,1
roof,4736012.0,4,1
room,42569269.0,4,1
rosen,688459.0,5,1
roswell,132501.0,7,1
round,14284199.0,5,1
rub,1368620.0,3,1
ruffle,73134.0,6,1
ruin,1413263.0,4,1
rule,22483902.0,4,1
run,51894841.0,3,3
rush,1112733.0,4,1
rushed,2373651.0,6,1
sad,4094656.0,3,1
safe,10018666.0,4,1
safest,352869.0,6,1
sail,4858288.0,4,3
samaritan,305307.0,9,1
same,119751381.0,4,1
san,13788000.0,3,1
sand,5444594.0,4,1
sat,14799021.0,3,1
satisfaction,6080985.0,12,1
saturday,4006925.0,8,1
saucer,400753.0,6,2
saucer',268955.0,7,1
savior,252326.0,6,1
savory,129660.0,6,1
saw,36746641.0,3,1
say,282851250.0,3,4
scatter,3486918.0,7,1
scene,12232135.0,5,1
scheme,7912043.0,6,1
scholar,6373667.0,7,1
school,49507062.0,6,1
screen,9231682.0,6,1
scurry,184341.0,6,1
sea,15805476.0,3,1
seal,2323646.0,4,1
search,15119703.0,6,1
searched,1762012.0,8,1
season,8243351.0,6,1
seasonal,1802832.0,8,1
seat,10975502.0,4,2
second,56709426.0,6,1
secondary,10003804.0,9,1
secondhand,201354.0,10,1
secret,8933332.0,6,1
secretary,6886403.0,9,1
see,208637501.0,3,3
seed,3806247.0,4,1
seem,59462547.0,4,2
seemingly,3029921.0,9,1
seize,2716575.0,5,1
selfconfidence,529891.0,14,1
selfdiagnosed,2094.0,13,1
selfharm,51182.0,8,1
sell,18088843.0,4,2
selling,5975094.0,7,1
semper,54537.0,6,1
send,25300530.0,4,2
sender,782406.0,6,1
sense,46559764.0,5,2
september,16292384.0,9,1
serious,16553118.0,7,1
seriously,6163929.0,9,1
set,70534745.0,3,1
settle,6959663.0,6,1
seven,14902531.0,5,1
seventwelve,188.0,11,1
seventy,690564.0,7,1
seventyeight,71929.0,12,1
several,51680241.0,7,1
severe,9854989.0,6,1
severity,2389980.0,8,1
sex,14316212.0,3,1
shadow,4318021.0,6,1
shake,2330953.0,5,1
shall,44913437.0,5,1
shame,3127197.0,5,1
shape,13600507.0,5,1
shave,338391.0,5,1
she,278699382.0,3,1
sheer,2071421.0,5,1
shelter,3641797.0,7,2
shin,111445.0,4,1
shiny,940068.0,5,1
ship,5955428.0,4,1
shiver,896131.0,6,2
shock,5647886.0,5,1
shoe,5729704.0,4,2
shone,977222.0,5,1
short,35215395.0,5,1
shortcut,655198.0,8,1
shortly,3500842.0,7,1
shot,10073717.0,4,1
should,157257237.0,6,1
shoulder,12732984.0,8,2
shout,1215676.0,5,1
show,65386825.0,4,2
shrill,416532.0,6,1
shrilly,45559.0,7,1
shrug,550510.0,5,2
shuffle,313281.0,7,1
shut,4903290.0,4,1
side,58627724.0,4,2
side',48798225.0,5,1
sigh,2311062.0,4,1
sight,9606496.0,5,1
sign,13731175.0,4,1
signal,11412767.0,6,1
silver,6488905.0,6,1
similar,35543195.0,7,1
simple,25423655.0,6,1
simply,28445238.0,6,1
since,58545854.0,5,1
sing,3364195.0,4,1
sings,691024.0,5,1
sinister,695295.0,8,1
sink,3859095.0,4,2
sister,13596557.0,6,2
sit,19183751.0,3,2
situation,29153658.0,9,1
sixteen,2533345.0,7,1
sixteenth,2124550.0,9,1
skeptic,177372.0,7,1
skilled,3094020.0,7,1
sky,7458490.0,3,1
slain,723487.0,5,1
slate,643177.0,5,1
sleep,12082335.0,5,1
sleeve,990393.0,6,1
slip,6899356.0,4,3
slipper,399363.0,7,1
slow,10787631.0,4,2
slowly,10859756.0,6,1
small,81211884.0,5,2
small',68870614.0,6,1
smarter,333103.0,7,1
smell,3934490.0,5,1
smile,19659169.0,5,3
smoking,3671304.0,7,1
smooth,578325.0,6,1
snack,604773.0,5,1
snail,333225.0,5,1
sneak,255524.0,5,1
sniff,514982.0,5,2
snow,5572025.0,4,1
snowflake,107810.0,9,1
so,252284174.0,2,1
socalled,5143540.0,8,1
solid,9023598.0,5,1
solution,19087669.0,8,1
solve,5061342.0,5,1
some,212953941.0,4,1
someone,22087220.0,7,1
something,56397999.0,9,1
sometimes,26236599.0,9,1
somewhere,5349297.0,9,1
song,7155630.0,4,1
soon,26497323.0,4,1
sorry,5821062.0,5,1
sorry',5821062.0,6,1
sort,15450103.0,4,1
sought,10466942.0,6,1
soughtafter,96266.0,11,1
soul,12819375.0,4,1
sound,31566734.0,5,3
source,25399984.0,6,1
soviet,14092223.0,6,1
spark,109172.0,5,1
sparkle,702011.0,7,1
sparrow,218310.0,7,1
spatter,46990.0,7,1
speak,11008911.0,5,1
special,30132933.0,7,2
specialty,1197126.0,9,1
specifically,8183969.0,12,1
speck,211435.0,5,1
spectacular,1654557.0,11,1
speculative,1248199.0,11,1
speculator,287862.0,10,1
spend,5669486.0,5,1
spin,4146704.0,4,2
spine,2411278.0,5,1
spite,5588003.0,5,1
spot,1681996.0,4,1
sprang,1242355.0,6,1
spread,924662.0,6,1
spring,590246.0,6,1
spun,1103549.0,4,1
sputter,194678.0,7,1
square,9853529.0,6,1
squeak,116770.0,6,1
squeeze,987794.0,7,1
squirrel,423302.0,8,1
stage,22343407.0,5,1
stair,3465933.0,5,1
stand,29283752.0,5,2
stanton,747435.0,7,1
star,13206597.0,4,3
start,43817930.0,5,2
state,63197335.0,5,2
stately,511561.0,7,1
status,21483011.0,6,1
stay,20360798.0,4,2
steadfastly,201439.0,11,1
steal,1503787.0,5,1
steam,3152975.0,5,1
step,4952899.0,4,1
stick,3480952.0,5,1
sticky,63728.0,6,1
sticky',63728.0,7,1
still,82706155.0,5,1
stone,13857725.0,5,2
stood,17437380.0,5,1
stop,28123721.0,4,2
store,10270499.0,5,1
storm,4226981.0,5,2
story,31595058.0,5,1
stove,1321112.0,5,1
straight,10602691.0,8,1
strain,1123191.0,6,1
strange,217542.0,7,1
streak,586066.0,6,1
stream,6638154.0,6,1
street,17889349.0,6,2
strength,16565468.0,8,1
stretch,2870453.0,7,1
strive,448359.0,6,1
strong,28509360.0,6,1
struggle,2265667.0,8,1
stubby,107470.0,6,1
study,94003586.0,5,3
style,17652570.0,5,1
subject,36611667.0,7,1
subsequent,9257747.0,10,1
substantial,8740002.0,11,1
succeed,3569988.0,7,1
successful,15958427.0,10,1
such,209032143.0,4,1
sudden,6001534.0,6,1
suddenly,10432550.0,8,1
suffer,6386210.0,6,1
suggest,43660216.0,7,3
sullenly,99652.0,8,1
summarize,2331694.0,9,1
summer,13037148.0,6,1
sun,12492350.0,3,1
sunbeam,51352.0,7,1
sunday,6862790.0,6,1
sunny,990671.0,5,1
superb,939505.0,6,1
superlative,153725.0,11,1
suppose,16491706.0,7,2
suppress,1849888.0,8,2
surprise,6442612.0,8,1
surprised,5800179.0,9,1
surround,4468786.0,8,1
surveillance,1819934.0,12,1
suspect,7343497.0,7,2
suspicion,2664602.0,9,1
swallow,1121515.0,7,1
swash,27029.0,5,1
swear,1286120.0,5,1
sweetest,256956.0,8,1
swimming,2464770.0,8,1
swing,2181363.0,5,1
switch,1626812.0,6,1
symbol,5637294.0,6,1
symptom,9935013.0,7,1
symptomology,12058.0,12,1
syndrome,6842877.0,8,1
synonymous,872420.0,10,1
take,223298202.0,4,5
tale,3569661.0,4,1
talent,2979540.0,6,1
talk,6615885.0,4,1
tall,5770858.0,4,1
tank,3246402.0,4,1
tap,2584479.0,3,2
task,17857915.0,4,1
taverns,186848.0,7,1
teacher,14634862.0,7,1
teapot,143052.0,6,1
tear,6156948.0,4,1
tease,572460.0,5,1
technically,1287627.0,11,1
teens,1114308.0,5,1
teeth,6197192.0,5,1
television,10312204.0,10,1
tell,42840836.0,4,2
temper,1831950.0,6,1
tempted,1549098.0,7,1
ten,19239259.0,3,1
tension,6255605.0,7,1
term,82155579.0,4,2
terrible,4962006.0,8,1
terror,3031171.0,6,1
test,11483917.0,4,1
testimony,4681325.0,9,1
text,27842184.0,4,1
texts,8525720.0,5,1
than,248883542.0,4,1
that,1746480437.0,4,1
that',1746480437.0,5,1
the,9819942513.0,3,1
their,438887121.0,5,1
them,240201864.0,4,1
themselves,41765392.0,10,1
then,161019392.0,4,1
theory,8195005.0,6,1
there,243799443.0,5,1
thereafter,2309442.0,10,1
these,212323984.0,5,1
thesis,4448656.0,6,1
they,418953705.0,4,1
thick,7423431.0,5,1
thing,92730849.0,5,2
think,94050466.0,5,3
think',67200350.0,6,1
thirty,11266853.0,6,2
thirtyfour,261825.0,10,1
thirtyone,246868.0,9,1
thirtyseven,233364.0,11,1
thirtysix,408617.0,9,1
this,599554050.0,4,1
thoroughly,3882420.0,10,1
those,131352362.0,5,1
though,52696046.0,6,1
thought,74839780.0,7,2
thousand,19539335.0,8,2
threaten,4763790.0,8,1
three,94037962.0,5,1
throatclear,58.0,11,1
throatclearing,4676.0,14,1
through,147254130.0,7,1
thumb,427623.0,5,1
thunder,1122965.0,7,1
thus,34621166.0,4,1
tic,383065.0,3,2
tight,4398874.0,5,1
till,7643652.0,4,1
time,297155142.0,4,2
tiny,5635566.0,4,1
tire,5141323.0,4,2
title,3360521.0,5,1
to,4223327232.0,2,1
today,23436226.0,5,1
together,43957560.0,8,1
told,43901950.0,4,1
tolerate,1437942.0,8,1
tomography,785175.0,10,1
ton,1397730.0,3,1
tone,7827418.0,4,1
tongue,5228274.0,6,1
tongue',5228274.0,7,1
tonight,3253734.0,7,1
too,82143809.0,3,1
tool,10121943.0,4,1
top,26274935.0,3,1
touch,4567529.0,5,1
touching,2396270.0,8,1
tough,227647.0,5,1
tourette,135722.0,8,1
tourette's,67892.0,10,1
toward,32888621.0,6,1
towards,20140341.0,7,1
town,21082393.0,4,1
trace,4431173.0,5,1
trade,26244446.0,5,1
trader,1088064.5,6,1
transform,4500110.0,9,1
transient,1784490.0,9,1
transport,1632242.0,9,1
treatment,3207800.0,9,1
tree,12681082.0,4,1
tremendous,2801751.0,10,1
trick,231363.0,5,1
tricky,550618.0,6,1
trigger,2343925.0,7,1
trouble,9674701.0,7,1
true,37153771.0,4,1
trunk,2385344.0,5,1
truth,21212229.0,5,1
try,61411758.0,3,3
tuck,43216.0,4,1
tulip,129215.0,5,1
tulips,135025.0,6,1
tulipspecific,1.0,13,1
tumble,422917.0,6,1
turkey,3070631.0,6,1
turn,62396291.0,4,2
tusks,141882.0,5,1
twelve,6676403.0,6,1
twin,2042436.0,4,1
twist,2105532.0,5,2
two,201126338.0,3,1
type,42273715.0,4,1
typically,9176882.0,9,1
u,108913586.0,1,1
ufo,261836.0,3,1
ufologists,1746.0,10,1
ufos,114752.0,4,1
ugly,1978872.0,4,1
ultimately,6805000.0,10,1
umbrella,176490.0,8,1
unable,8683177.0,6,1
unassuming,139149.0,10,1
uncommon,1769394.0,8,1
under,99197859.0,5,1
underbrush,129607.0,10,1
understand,29240637.0,10,1
understanding,25680525.0,13,1
understood,13568850.0,10,1
unembellished,9697.0,13,1
unfair,1826688.0,6,1
unfamiliar,1462076.0,10,1
united,54810382.0,6,1
university,67931680.0,10,1
unless,13150478.0,6,1
unlike,4911919.0,6,1
unsuccessful,1432650.0,12,1
until,54630510.0,5,1
unwillingly,146941.0,11,1
up,232348461.0,2,1
up',232348461.0,3,1
upon,63368120.0,4,1
uprooted,222841.0,8,1
upset,3061407.0,5,1
upwards,1097934.0,7,1
us',108913586.0,3,1
use,312632593.0,3,3
usually,19451880.0,7,1
utter,322763.0,5,1
vacuum,2420726.0,6,1
valley,4303289.0,6,1
value,33608259.0,5,1
vapor,1560865.0,5,1
variety,19492489.0,7,2
various,37597647.0,7,1
vary,4207604.0,4,1
verify,332744.0,6,1
version,13153669.0,7,1
very,134366972.0,4,1
vicinity,1638262.0,8,1
victor,303467.0,6,1
victory,5565155.0,7,1
view,44626238.0,4,1
violetten,75.0,9,1
virus,4900008.0,5,1
virus',4900008.0,6,1
vision,11960467.0,6,1
visit,22045480.0,5,3
vivid,1761625.0,5,1
vocal,1919886.0,5,1
vocalization,102964.0,12,1
voice,30750081.0,5,2
voice',26116077.0,6,1
void,3491397.0,4,2
voluntary,3706360.0,9,1
wait,14619384.0,4,2
walk,32004122.0,4,3
wall,16611174.0,4,1
wallow,41412.0,6,1
want,61590617.0,4,1
wanted,31176058.0,6,1
warm,8890485.0,4,1
was',1140172617.0,4,1
wasn't,15985.0,6,1
waste,7350025.0,5,1
watch,16811317.0,5,2
water,64469088.0,5,1
wave,6088299.0,4,1
wavy,309794.0,4,1
way,133443039.0,3,1
we,340770885.0,2,1
wearisome,92378.0,9,1
weather,6846495.0,7,1
weed,914901.0,4,1
week,33807651.0,4,2
weekend,2489138.0,7,1
well,134592416.0,4,1
wet,5090834.0,3,1
what,218817723.0,4,1
wheat,3103616.0,5,1
wheel,3834055.0,5,1
when,249000060.0,4,1
where,136128991.0,5,1
whether,49005576.0,7,1
which,508000647.0,5,1
while,83722224.0,5,1
whine,168315.0,5,1
whirl,399162.0,5,1
whisper,3750988.0,7,1
white,37948322.0,5,1
whiz,60669.0,4,1
who,294018466.0,3,1
whoever,1317362.0,7,1
whole,42803829.0,5,1
whose,34769707.0,5,1
why,37439826.0,3,1
wide,18934643.0,4,1
widely,9397908.0,6,1
wider,4962184.0,5,1
wife,24047871.0,4,1
wildflower,178706.0,10,1
will,314222543.0,4,1
willing,9182351.0,7,1
wind,10825311.0,4,1
window,16418243.0,6,1
wing,3132856.0,4,1
wipe,1470454.0,4,1
wish,4999448.0,4,1
with,1110064802.0,4,1
within,6298400.0,6,1
without,84166493.0,7,1
witness,9188264.0,7,2
woe,282863.0,3,1
wonder,7823541.0,6,2
wonderful,6181671.0,9,1
wood,11955483.0,4,2
wool,1729913.0,4,1
word,48067530.0,4,1
work,169765828.0,4,2
world,90456522.0,5,1
worn,3644517.0,4,1
worry,9501586.0,5,2
worsen,290893.0,6,1
worth,12274006.0,5,1
would,319551796.0,5,1
wouldn't,23745.0,8,1
wrap,2842395.0,4,1
write,20759269.0,5,1
wrong,16679348.0,5,1
xray,704943.0,4,1
yard,419358.0,4,1
year,187826535.0,4,2
year's,544535.0,6,1
yell,1620781.0,4,1
yellow,7043215.0,6,1
yes,6970094.0,3,1
yet',39957037.0,4,1
you,578117187.0,3,1
you',578117187.0,4,1
you'll,8238672.0,6,1
you've,6564807.0,6,1
young,42619892.0,5,1
your,205261264.0,4,1
